ConfID,Probabilities,Predicted,Actual,tmID
0,0.8394094270999465,1,1,ATL
0,0.47197101323578633,0,0,CHI
0,0.8726780780376175,1,0,CON
0,0.9963026933195266,1,1,DET
0,0.9965891230432136,1,1,IND
0,0.627439560196209,0,0,NYL
0,0.4388239014182016,0,1,WAS
1,0.9948142648231261,1,1,LAS
1,0.15134799831489346,0,0,MIN
1,0.7889185659541131,1,1,PHO
1,0.37986790416550215,0,0,SAC
1,0.9664770155949228,1,1,SAS
1,0.8127510904284642,1,1,SEA
